127.0.0.1 - - [22/Jun/2026 21:05:02] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /?qa=1 HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /css/base.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /css/screens.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /css/game-layout.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /css/responsive.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /css/feedback.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /css/farm-theme.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/game-title.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/red_goblin.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/green_goblin.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/white_goblin.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/yellow_goblin.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /js/core-config.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /js/audio-display.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /js/screen-flow.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /js/session-board.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /js/play-input.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /js/result-bridge.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/mystery_goblin.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/apple.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/red_goblin_correct.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/farm-background.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/animal-pen.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/nameplate.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/bin.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/green_goblin_correct.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/yellow_goblin_correct.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/white_goblin_correct.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/tomato.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/cherry.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/red_chili_pepper.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/red_bell_pepper.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/strawberry.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/kiwi.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/green_grape.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/pea_pod.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/broccoli.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/cucumber.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/green_apple.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/garlic.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/onion.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/pear.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/peach.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/radish.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/mushroom.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/corn.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/lemon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Jun/2026 21:06:41] "GET /image/mango.png HTTP/1.1" 200 -
